Date,SWE_in,SnowDepth_in,PrecipAccum_in,MaxTemp_F,MinTemp_F,NewSnow_in,Precip_Liquid_in,Resort
2009-09-26,0.0,0,0.0,75.9,57.0,0.0,0.0,Palisades Tahoe
2009-09-27,0.0,0,0.0,75.2,57.4,0.0,0.0,Palisades Tahoe
2009-09-28,0.0,0,0.0,63.0,49.8,0.0,0.0,Palisades Tahoe
2009-09-29,0.0,0,0.0,49.8,,0.0,0.0,Palisades Tahoe
2009-09-30,0.0,0,0.0,44.6,22.5,0.0,0.0,Palisades Tahoe
2009-10-01,0.0,0,0.0,58.3,30.0,0.0,0.0,Palisades Tahoe
2009-10-02,0.0,0,0.0,51.8,38.8,0.0,0.0,Palisades Tahoe
2009-10-03,0.0,0,0.0,41.4,22.3,0.0,0.0,Palisades Tahoe
2009-10-04,0.0,0,0.3,28.8,19.2,0.0,0.3,Palisades Tahoe
2009-10-05,0.3,4,0.0,36.1,20.8,4.0,0.0,Palisades Tahoe
2009-10-06,0.2,1,0.0,39.9,27.5,0.0,0.0,Palisades Tahoe
2009-10-07,0.0,0,0.0,53.2,29.7,0.0,0.0,Palisades Tahoe
2009-10-08,0.0,0,0.0,54.9,38.5,0.0,0.0,Palisades Tahoe
2009-10-09,0.0,0,0.0,60.1,40.3,0.0,0.0,Palisades Tahoe
2009-10-10,0.0,0,0.0,57.6,36.9,0.0,0.0,Palisades Tahoe
2009-10-11,0.0,0,0.0,51.1,39.4,0.0,0.0,Palisades Tahoe
2009-10-12,0.0,0,0.0,43.0,30.4,0.0,0.0,Palisades Tahoe
2009-10-13,0.0,0,5.3,39.4,30.0,0.0,5.3,Palisades Tahoe
2009-10-14,1.0,2,0.5,38.8,32.2,2.0,0.0,Palisades Tahoe
2009-10-15,0.6,1,0.0,49.5,38.3,0.0,0.0,Palisades Tahoe
2009-10-16,0.2,1,0.0,59.2,42.8,0.0,0.0,Palisades Tahoe
2009-10-17,0.0,0,0.0,59.9,48.6,0.0,0.0,Palisades Tahoe
2009-10-18,0.0,0,0.0,50.9,38.7,0.0,0.0,Palisades Tahoe
2009-10-19,0.0,0,0.7,38.8,27.9,0.0,0.7,Palisades Tahoe
2009-10-20,0.8,5,0.0,51.3,27.3,5.0,0.0,Palisades Tahoe
2009-10-21,0.5,3,0.0,56.7,36.9,0.0,0.0,Palisades Tahoe
2009-10-22,0.2,1,0.0,55.6,41.7,0.0,0.0,Palisades Tahoe
2009-10-23,0.0,0,0.0,59.4,42.4,0.0,0.0,Palisades Tahoe
2009-10-24,0.0,0,0.0,55.8,38.1,0.0,0.0,Palisades Tahoe
2009-10-25,0.0,0,0.0,50.9,32.9,0.0,0.0,Palisades Tahoe
2009-10-26,0.0,0,0.0,51.6,35.8,0.0,0.0,Palisades Tahoe
2009-10-27,0.0,0,0.0,35.8,15.3,0.0,0.0,Palisades Tahoe
2009-10-28,0.0,0,0.0,27.3,12.7,0.0,0.0,Palisades Tahoe
2009-10-29,0.0,0,0.0,39.4,19.4,0.0,0.0,Palisades Tahoe
2009-10-30,0.0,0,0.0,56.5,34.7,0.0,0.0,Palisades Tahoe
2009-10-31,0.0,0,0.0,58.8,41.7,0.0,0.0,Palisades Tahoe
2009-11-01,0.0,0,0.0,61.0,44.4,0.0,0.0,Palisades Tahoe
2009-11-02,0.0,0,0.0,62.1,46.2,0.0,0.0,Palisades Tahoe
2009-11-03,0.0,0,0.0,63.7,50.0,0.0,0.0,Palisades Tahoe
2009-11-04,0.0,0,0.0,55.6,44.2,0.0,0.0,Palisades Tahoe
2009-11-05,0.0,0,0.0,44.6,30.4,0.0,0.0,Palisades Tahoe
2009-11-06,0.0,0,0.4,35.1,30.4,0.0,0.4,Palisades Tahoe
2009-11-07,0.2,2,0.0,37.8,30.0,2.0,0.0,Palisades Tahoe
2009-11-08,0.2,2,0.0,42.3,27.7,0.0,0.0,Palisades Tahoe
2009-11-09,0.2,2,0.0,40.8,34.7,0.0,0.0,Palisades Tahoe
2009-11-10,0.2,1,0.0,42.4,35.8,0.0,0.0,Palisades Tahoe
2009-11-11,0.2,1,0.0,43.7,29.3,0.0,0.0,Palisades Tahoe
2009-11-12,0.2,1,0.5,31.5,19.9,0.0,0.5,Palisades Tahoe
2009-11-13,0.7,7,0.0,29.1,20.5,6.0,0.0,Palisades Tahoe
2009-11-14,0.7,6,0.0,37.4,19.9,0.0,0.0,Palisades Tahoe
2009-11-15,0.7,5,0.0,49.6,23.9,0.0,0.0,Palisades Tahoe
2009-11-16,0.7,4,0.0,48.0,35.8,0.0,0.0,Palisades Tahoe
2009-11-17,0.7,4,0.0,42.8,25.2,0.0,0.0,Palisades Tahoe
2009-11-18,0.7,4,0.0,35.6,25.0,0.0,0.0,Palisades Tahoe
2009-11-19,0.7,4,0.0,48.4,30.9,0.0,0.0,Palisades Tahoe
2009-11-20,0.7,4,1.2,38.7,18.3,0.0,1.2,Palisades Tahoe
2009-11-21,1.4,6,0.0,38.1,18.3,2.0,0.0,Palisades Tahoe
2009-11-22,1.4,6,0.0,31.5,22.3,0.0,0.0,Palisades Tahoe
2009-11-23,1.4,6,0.0,41.7,23.2,0.0,0.0,Palisades Tahoe
2009-11-24,1.4,6,0.0,47.5,30.4,0.0,0.0,Palisades Tahoe
2009-11-25,1.4,5,0.0,49.3,30.0,0.0,0.0,Palisades Tahoe
2009-11-26,1.4,5,0.0,48.4,35.2,0.0,0.0,Palisades Tahoe
2009-11-27,1.4,4,0.5,36.3,21.4,0.0,0.5,Palisades Tahoe
2009-11-28,1.9,10,0.1,26.2,19.0,6.0,0.0,Palisades Tahoe
2009-11-29,1.9,9,0.0,36.3,18.9,0.0,0.0,Palisades Tahoe
2009-11-30,1.9,9,0.0,47.8,26.4,0.0,0.0,Palisades Tahoe
2009-12-01,2.0,8,0.0,51.3,30.0,0.0,0.0,Palisades Tahoe
2009-12-02,2.0,8,0.0,44.6,24.4,0.0,0.0,Palisades Tahoe
2009-12-03,2.0,8,0.0,39.2,22.5,0.0,0.0,Palisades Tahoe
2009-12-04,2.0,7,0.0,40.6,28.8,0.0,0.0,Palisades Tahoe
2009-12-05,2.0,7,0.0,29.1,6.8,0.0,0.0,Palisades Tahoe
2009-12-06,2.0,7,0.4,17.1,9.1,0.0,0.4,Palisades Tahoe
2009-12-07,2.9,18,1.1,18.7,-1.1,11.0,0.7000000000000001,Palisades Tahoe
2009-12-08,4.3,30,0.0,14.9,2.7,12.0,0.0,Palisades Tahoe
2009-12-09,4.3,26,0.0,27.9,11.1,0.0,0.0,Palisades Tahoe
2009-12-10,4.3,23,0.2,28.8,20.8,0.0,0.2,Palisades Tahoe
2009-12-11,4.5,21,2.2,29.1,27.1,0.0,2.0,Palisades Tahoe
2009-12-12,7.3,36,2.3,28.4,21.4,15.0,0.09999999999999964,Palisades Tahoe
2009-12-13,10.2,48,1.1,25.9,21.7,12.0,0.0,Palisades Tahoe
2009-12-14,11.5,51,0.1,29.3,21.2,3.0,0.0,Palisades Tahoe
2009-12-15,11.6,48,0.4,30.9,27.0,0.0,0.30000000000000004,Palisades Tahoe
2009-12-16,12.1,49,0.2,34.3,24.3,1.0,0.0,Palisades Tahoe
2009-12-17,12.4,48,0.0,45.3,29.3,0.0,0.0,Palisades Tahoe
2009-12-18,12.4,45,0.0,47.8,30.9,0.0,0.0,Palisades Tahoe
2009-12-19,12.4,45,0.0,51.6,33.1,0.0,0.0,Palisades Tahoe
2009-12-20,12.4,43,0.0,40.6,29.1,0.0,0.0,Palisades Tahoe
2009-12-21,12.4,42,0.8,30.9,20.5,0.0,0.8,Palisades Tahoe
2009-12-22,13.5,47,0.0,21.7,7.9,5.0,0.0,Palisades Tahoe
2009-12-23,13.5,46,0.0,35.2,6.8,0.0,0.0,Palisades Tahoe
2009-12-24,13.5,46,0.0,37.8,23.2,0.0,0.0,Palisades Tahoe
2009-12-25,13.5,46,0.0,43.9,23.5,0.0,0.0,Palisades Tahoe
2009-12-26,13.5,45,0.0,31.6,21.6,0.0,0.0,Palisades Tahoe
2009-12-27,13.5,44,0.3,28.8,19.2,0.0,0.3,Palisades Tahoe
2009-12-28,13.8,47,0.4,27.7,19.6,3.0,0.10000000000000003,Palisades Tahoe
2009-12-29,14.1,48,0.4,27.3,13.8,1.0,0.0,Palisades Tahoe
2009-12-30,14.6,50,0.7,24.4,16.3,2.0,0.29999999999999993,Palisades Tahoe
2009-12-31,15.6,54,0.0,33.8,21.6,4.0,0.0,Palisades Tahoe
2010-01-01,15.6,52,0.3,31.3,25.9,0.0,0.3,Palisades Tahoe
2010-01-02,16.2,54,0.0,44.6,26.2,2.0,0.0,Palisades Tahoe
2010-01-03,16.2,53,0.0,51.4,30.7,0.0,0.0,Palisades Tahoe
2010-01-04,16.2,52,0.0,44.8,32.2,0.0,0.0,Palisades Tahoe
2010-01-05,16.2,51,0.0,43.9,32.7,0.0,0.0,Palisades Tahoe
2010-01-06,16.2,51,0.0,51.4,32.2,0.0,0.0,Palisades Tahoe
2010-01-07,16.2,50,0.0,45.0,29.1,0.0,0.0,Palisades Tahoe
2010-01-08,16.2,49,0.2,41.4,30.9,0.0,0.2,Palisades Tahoe
2010-01-09,16.3,49,0.1,42.6,31.5,0.0,0.0,Palisades Tahoe
2010-01-10,16.4,48,0.0,44.8,32.7,0.0,0.0,Palisades Tahoe
2010-01-11,16.6,47,0.0,44.8,36.0,0.0,0.0,Palisades Tahoe
2010-01-12,16.6,46,0.9,38.7,27.7,0.0,0.9,Palisades Tahoe
2010-01-13,16.6,46,0.6,32.0,21.9,0.0,0.0,Palisades Tahoe
2010-01-14,17.5,51,0.0,40.1,19.6,5.0,0.0,Palisades Tahoe
2010-01-15,17.5,51,0.1,43.9,33.1,0.0,0.1,Palisades Tahoe
2010-01-16,17.6,49,0.0,37.9,27.9,0.0,0.0,Palisades Tahoe
2010-01-17,17.6,48,0.5,28.0,23.0,0.0,0.5,Palisades Tahoe
2010-01-18,18.2,54,1.2,30.6,19.9,6.0,0.7,Palisades Tahoe
2010-01-19,21.0,67,1.0,24.6,19.2,13.0,0.0,Palisades Tahoe
2010-01-20,22.0,61,0.9,24.4,17.6,0.0,0.0,Palisades Tahoe
2010-01-21,22.9,71,0.3,22.5,16.7,10.0,0.0,Palisades Tahoe
2010-01-22,23.2,72,0.9,20.7,14.9,1.0,0.6000000000000001,Palisades Tahoe
2010-01-23,24.1,81,0.3,20.1,13.6,9.0,0.0,Palisades Tahoe
2010-01-24,24.4,80,0.3,25.9,15.8,0.0,0.0,Palisades Tahoe
2010-01-25,24.7,80,1.2,31.3,23.5,0.0,0.8999999999999999,Palisades Tahoe
2010-01-26,25.9,82,1.4,32.0,25.0,2.0,0.19999999999999996,Palisades Tahoe
2010-01-27,26.9,85,0.0,32.5,20.3,3.0,0.0,Palisades Tahoe
2010-01-28,26.9,84,0.0,47.3,19.0,0.0,0.0,Palisades Tahoe
2010-01-29,26.9,82,0.0,39.2,23.9,0.0,0.0,Palisades Tahoe
2010-01-30,26.9,81,0.0,26.4,20.7,0.0,0.0,Palisades Tahoe
2010-01-31,26.9,82,0.0,30.9,18.7,1.0,0.0,Palisades Tahoe
2010-02-01,26.9,81,0.0,35.6,25.3,0.0,0.0,Palisades Tahoe
2010-02-02,26.9,79,0.2,34.5,24.6,0.0,0.2,Palisades Tahoe
2010-02-03,27.1,80,0.2,29.3,23.5,1.0,0.0,Palisades Tahoe
2010-02-04,27.3,80,0.2,30.6,23.2,0.0,0.0,Palisades Tahoe
2010-02-05,27.5,74,0.6,29.7,24.1,0.0,0.39999999999999997,Palisades Tahoe
2010-02-06,28.0,78,0.4,28.2,23.2,4.0,0.0,Palisades Tahoe
2010-02-07,28.1,78,0.0,38.3,21.7,0.0,0.0,Palisades Tahoe
2010-02-08,28.1,77,0.0,36.5,19.8,0.0,0.0,Palisades Tahoe
2010-02-09,28.1,75,0.2,25.7,19.9,0.0,0.2,Palisades Tahoe
2010-02-10,28.3,76,0.0,38.7,16.9,1.0,0.0,Palisades Tahoe
2010-02-11,28.3,76,0.1,34.0,22.1,0.0,0.1,Palisades Tahoe
2010-02-12,28.4,76,0.0,31.3,25.0,0.0,0.0,Palisades Tahoe
2010-02-13,28.4,75,0.0,45.0,28.8,0.0,0.0,Palisades Tahoe
2010-02-14,28.4,74,0.1,44.1,32.9,0.0,0.1,Palisades Tahoe
2010-02-15,28.5,73,0.0,50.2,30.6,0.0,0.0,Palisades Tahoe
2010-02-16,28.5,72,0.0,50.4,30.2,0.0,0.0,Palisades Tahoe
2010-02-17,28.5,70,0.0,49.6,29.5,0.0,0.0,Palisades Tahoe
2010-02-18,28.5,70,0.0,41.0,29.1,0.0,0.0,Palisades Tahoe
2010-02-19,28.5,69,0.0,34.5,25.2,0.0,0.0,Palisades Tahoe
2010-02-20,28.5,69,0.2,31.5,21.0,0.0,0.2,Palisades Tahoe
2010-02-21,28.7,71,0.0,23.2,12.7,2.0,0.0,Palisades Tahoe
2010-02-22,28.7,71,0.3,30.6,11.3,0.0,0.3,Palisades Tahoe
2010-02-23,29.0,72,0.9,34.7,22.5,1.0,0.6000000000000001,Palisades Tahoe
2010-02-24,30.0,79,1.2,30.6,20.1,7.0,0.29999999999999993,Palisades Tahoe
2010-02-25,31.7,87,0.0,39.4,20.7,8.0,0.0,Palisades Tahoe
2010-02-26,31.7,86,0.5,36.1,25.9,0.0,0.5,Palisades Tahoe
2010-02-27,32.3,86,0.4,35.8,25.2,0.0,0.0,Palisades Tahoe
2010-02-28,32.5,85,0.0,42.4,23.2,0.0,0.0,Palisades Tahoe
2010-03-01,32.5,85,0.0,41.7,25.9,0.0,0.0,Palisades Tahoe
2010-03-02,32.5,83,0.4,29.1,23.0,0.0,0.4,Palisades Tahoe
2010-03-03,33.0,87,0.8,23.4,11.3,4.0,0.4,Palisades Tahoe
2010-03-04,33.8,89,0.0,27.1,11.3,2.0,0.0,Palisades Tahoe
2010-03-05,33.8,90,0.0,36.7,17.4,1.0,0.0,Palisades Tahoe
2010-03-06,33.8,89,0.0,32.7,24.8,0.0,0.0,Palisades Tahoe
2010-03-07,33.8,88,0.0,40.8,22.3,0.0,0.0,Palisades Tahoe
2010-03-08,33.8,86,0.2,26.6,9.9,0.0,0.2,Palisades Tahoe
2010-03-09,34.1,91,0.0,27.1,10.0,5.0,0.0,Palisades Tahoe
2010-03-10,34.1,90,0.2,25.2,12.4,0.0,0.2,Palisades Tahoe
2010-03-11,34.5,92,0.0,36.9,16.2,2.0,0.0,Palisades Tahoe
2010-03-12,34.5,88,1.6,32.0,16.5,0.0,1.6,Palisades Tahoe
2010-03-13,37.2,98,0.0,24.1,9.3,10.0,0.0,Palisades Tahoe
2010-03-14,37.2,99,0.0,41.9,15.6,1.0,0.0,Palisades Tahoe
2010-03-15,37.2,98,0.0,54.3,29.5,0.0,0.0,Palisades Tahoe
2010-03-16,37.2,94,0.0,49.1,38.1,0.0,0.0,Palisades Tahoe
2010-03-17,37.1,91,0.0,56.8,36.9,0.0,0.0,Palisades Tahoe
2010-03-18,37.1,88,0.0,40.8,29.3,0.0,0.0,Palisades Tahoe
2010-03-19,36.9,86,0.0,55.2,26.6,0.0,0.0,Palisades Tahoe
2010-03-20,36.9,86,0.0,49.8,34.3,0.0,0.0,Palisades Tahoe
2010-03-21,36.9,83,0.0,39.9,30.0,0.0,0.0,Palisades Tahoe
2010-03-22,36.6,83,0.0,46.2,25.2,0.0,0.0,Palisades Tahoe
2010-03-23,36.6,83,0.0,56.8,21.4,0.0,0.0,Palisades Tahoe
2010-03-24,36.6,81,0.0,44.4,23.9,0.0,0.0,Palisades Tahoe
2010-03-25,36.5,82,0.9,25.2,18.3,1.0,0.9,Palisades Tahoe
2010-03-26,37.4,86,0.0,35.6,17.4,4.0,0.0,Palisades Tahoe
2010-03-27,37.4,84,0.0,49.6,21.0,0.0,0.0,Palisades Tahoe
2010-03-28,37.4,81,0.0,41.0,32.0,0.0,0.0,Palisades Tahoe
2010-03-29,37.4,79,1.6,37.4,29.3,0.0,1.6,Palisades Tahoe
2010-03-30,39.0,83,2.8,29.7,14.5,4.0,1.1999999999999997,Palisades Tahoe
2010-03-31,42.1,88,0.7,22.6,13.1,5.0,0.0,Palisades Tahoe
2010-04-01,43.0,107,0.0,23.0,12.7,19.0,0.0,Palisades Tahoe
2010-04-02,43.0,106,1.3,26.8,17.4,0.0,1.3,Palisades Tahoe
2010-04-03,45.9,111,0.0,26.8,16.0,5.0,0.0,Palisades Tahoe
2010-04-04,45.9,109,0.0,22.6,17.4,0.0,0.0,Palisades Tahoe
2010-04-05,45.9,102,0.2,21.7,11.7,0.0,0.2,Palisades Tahoe
2010-04-06,46.6,113,0.0,37.9,12.0,11.0,0.0,Palisades Tahoe
2010-04-07,46.5,108,0.0,51.3,24.6,0.0,0.0,Palisades Tahoe
2010-04-08,46.9,103,0.0,42.8,27.9,0.0,0.0,Palisades Tahoe
2010-04-09,47.2,101,0.0,44.4,19.4,0.0,0.0,Palisades Tahoe
2010-04-10,47.5,99,0.0,36.1,27.3,0.0,0.0,Palisades Tahoe
2010-04-11,47.5,97,0.2,31.3,19.4,0.0,0.2,Palisades Tahoe
2010-04-12,47.2,98,0.6,26.8,20.3,1.0,0.39999999999999997,Palisades Tahoe
2010-04-13,48.0,99,0.0,35.6,20.1,1.0,0.0,Palisades Tahoe
2010-04-14,48.0,97,0.0,32.5,24.6,0.0,0.0,Palisades Tahoe
2010-04-15,48.0,97,0.0,49.6,26.4,0.0,0.0,Palisades Tahoe
2010-04-16,48.0,95,0.0,40.8,31.5,0.0,0.0,Palisades Tahoe
2010-04-17,48.0,94,0.0,51.1,32.7,0.0,0.0,Palisades Tahoe
2010-04-18,48.0,93,0.0,61.2,34.0,0.0,0.0,Palisades Tahoe
2010-04-19,48.0,90,0.0,47.7,34.3,0.0,0.0,Palisades Tahoe
2010-04-20,47.9,88,0.4,36.5,16.7,0.0,0.4,Palisades Tahoe
2010-04-21,48.3,91,0.4,31.3,16.9,3.0,0.0,Palisades Tahoe
2010-04-22,48.7,96,0.3,31.6,25.3,5.0,0.0,Palisades Tahoe
2010-04-23,49.0,97,0.0,55.4,25.9,1.0,0.0,Palisades Tahoe
2010-04-24,48.8,91,0.0,45.3,34.5,0.0,0.0,Palisades Tahoe
2010-04-25,48.6,89,0.0,54.7,29.3,0.0,0.0,Palisades Tahoe
2010-04-26,48.4,87,0.0,52.2,34.2,0.0,0.0,Palisades Tahoe
2010-04-27,48.2,85,1.6,38.8,17.1,0.0,1.6,Palisades Tahoe
2010-04-28,49.5,94,1.9,22.5,14.2,9.0,0.2999999999999998,Palisades Tahoe
2010-04-29,51.7,109,0.0,32.5,14.0,15.0,0.0,Palisades Tahoe
2010-04-30,51.7,106,0.0,40.6,18.3,0.0,0.0,Palisades Tahoe
2010-05-01,51.7,103,0.0,45.3,23.5,0.0,0.0,Palisades Tahoe
2010-05-02,51.7,99,0.0,46.8,25.2,0.0,0.0,Palisades Tahoe
2010-05-03,51.3,97,0.0,47.8,35.2,0.0,0.0,Palisades Tahoe
2010-05-04,50.4,92,0.0,47.1,34.3,0.0,0.0,Palisades Tahoe
2010-05-05,49.7,89,0.0,37.4,21.2,0.0,0.0,Palisades Tahoe
2010-05-06,49.0,89,0.0,40.3,15.3,0.0,0.0,Palisades Tahoe
2010-05-07,48.4,89,0.0,46.8,24.3,0.0,0.0,Palisades Tahoe
2010-05-08,48.0,87,0.0,41.2,29.7,0.0,0.0,Palisades Tahoe
2010-05-09,47.4,85,0.0,34.7,24.1,0.0,0.0,Palisades Tahoe
2010-05-10,47.0,86,1.1,26.4,15.1,1.0,1.1,Palisades Tahoe
2010-05-11,48.0,97,0.2,39.4,17.2,11.0,0.0,Palisades Tahoe
2010-05-12,48.2,93,0.0,49.8,27.5,0.0,0.0,Palisades Tahoe
2010-05-13,48.0,89,0.0,51.1,30.6,0.0,0.0,Palisades Tahoe
2010-05-14,48.0,88,0.0,55.4,35.2,0.0,0.0,Palisades Tahoe
2010-05-15,48.0,86,0.0,55.6,38.8,0.0,0.0,Palisades Tahoe
2010-05-16,48.0,84,0.1,52.7,41.9,0.0,0.1,Palisades Tahoe
2010-05-17,47.2,81,0.3,43.7,28.8,0.0,0.19999999999999998,Palisades Tahoe
2010-05-18,47.3,82,0.0,38.8,27.3,1.0,0.0,Palisades Tahoe
2010-05-19,47.0,81,0.0,42.1,32.7,0.0,0.0,Palisades Tahoe
2010-05-20,46.5,79,0.0,44.4,29.5,0.0,0.0,Palisades Tahoe
2010-05-21,46.0,78,1.0,34.5,16.3,0.0,1.0,Palisades Tahoe
2010-05-22,46.2,81,0.2,26.4,12.9,3.0,0.0,Palisades Tahoe
2010-05-23,46.2,81,0.0,36.7,16.3,0.0,0.0,Palisades Tahoe
2010-05-24,46.2,79,0.1,32.5,23.4,0.0,0.1,Palisades Tahoe
2010-05-25,46.0,78,0.2,41.0,27.9,0.0,0.1,Palisades Tahoe
2010-05-26,46.1,79,0.8,34.0,26.8,1.0,0.6000000000000001,Palisades Tahoe
2010-05-27,46.2,81,0.7,31.8,21.2,2.0,0.0,Palisades Tahoe
2010-05-28,46.6,89,0.1,37.0,19.9,8.0,0.0,Palisades Tahoe
2010-05-29,46.4,83,0.0,57.4,25.2,0.0,0.0,Palisades Tahoe
2010-05-30,46.2,82,0.1,56.1,34.9,0.0,0.1,Palisades Tahoe
2010-05-31,46.0,79,0.1,49.1,38.8,0.0,0.0,Palisades Tahoe
2010-06-01,45.3,77,0.0,51.1,39.2,0.0,0.0,Palisades Tahoe
2010-06-02,44.7,73,0.1,51.6,40.1,0.0,0.1,Palisades Tahoe
2010-06-03,39.1,68,0.9,45.7,40.1,0.0,0.8,Palisades Tahoe
2010-06-04,35.1,62,0.5,46.2,37.9,0.0,0.0,Palisades Tahoe
2010-06-05,31.0,58,0.0,57.6,44.2,0.0,0.0,Palisades Tahoe
2010-06-06,27.2,52,0.1,59.0,46.6,0.0,0.1,Palisades Tahoe
2010-06-07,23.4,46,0.0,60.4,45.0,0.0,0.0,Palisades Tahoe
2010-06-08,20.8,43,0.0,57.6,44.4,0.0,0.0,Palisades Tahoe
2010-06-09,18.8,39,0.0,44.8,37.8,0.0,0.0,Palisades Tahoe
2010-06-10,17.0,35,0.0,43.5,31.3,0.0,0.0,Palisades Tahoe
2010-06-11,15.6,34,0.0,44.8,28.4,0.0,0.0,Palisades Tahoe
2010-06-12,14.5,32,0.0,54.1,34.0,0.0,0.0,Palisades Tahoe
2010-06-13,12.6,30,0.0,62.6,41.4,0.0,0.0,Palisades Tahoe
2010-06-14,10.6,27,0.0,59.5,48.2,0.0,0.0,Palisades Tahoe
2010-06-15,7.6,22,0.0,55.4,40.1,0.0,0.0,Palisades Tahoe
2010-06-16,4.9,18,0.0,47.5,37.0,0.0,0.0,Palisades Tahoe
2010-06-17,3.1,12,0.0,53.2,36.5,0.0,0.0,Palisades Tahoe
2010-06-18,2.1,8,0.0,52.0,40.8,0.0,0.0,Palisades Tahoe
2010-06-19,1.3,3,0.0,48.6,38.7,0.0,0.0,Palisades Tahoe
2010-06-20,0.8,2,0.0,51.8,37.4,0.0,0.0,Palisades Tahoe
2010-06-21,0.4,1,0.0,57.0,35.6,0.0,0.0,Palisades Tahoe
2010-06-22,0.3,1,0.0,62.1,43.2,0.0,0.0,Palisades Tahoe
2010-06-23,0.0,0,0.0,60.6,49.5,0.0,0.0,Palisades Tahoe
2010-06-24,0.0,0,0.0,59.7,47.5,0.0,0.0,Palisades Tahoe
2010-06-25,0.0,0,0.0,53.6,43.9,0.0,0.0,Palisades Tahoe
2010-06-26,0.0,0,0.0,69.1,47.1,0.0,0.0,Palisades Tahoe
2010-06-27,0.0,0,0.0,73.4,51.4,0.0,0.0,Palisades Tahoe
2010-06-28,0.0,0,0.0,72.0,54.0,0.0,0.0,Palisades Tahoe
2010-06-29,0.0,0,0.0,66.9,50.7,0.0,0.0,Palisades Tahoe
2010-06-30,0.0,0,0.0,60.6,49.1,0.0,0.0,Palisades Tahoe
2010-07-01,0.0,0,0.0,58.8,49.1,0.0,0.0,Palisades Tahoe
2010-07-02,0.0,0,0.0,57.6,46.2,0.0,0.0,Palisades Tahoe
2010-07-03,0.0,0,0.0,60.4,38.5,0.0,0.0,Palisades Tahoe
2010-07-04,0.0,0,0.0,66.2,41.9,0.0,0.0,Palisades Tahoe
2010-07-05,0.0,0,0.0,67.8,51.3,0.0,0.0,Palisades Tahoe
2010-07-06,0.0,0,0.0,70.2,51.6,0.0,0.0,Palisades Tahoe
2010-07-07,0.0,0,0.0,70.2,52.5,0.0,0.0,Palisades Tahoe
2010-07-08,0.0,0,0.0,71.4,53.4,0.0,0.0,Palisades Tahoe
2010-07-09,0.0,0,0.0,71.6,53.6,0.0,0.0,Palisades Tahoe
2010-07-10,0.0,0,0.0,70.3,52.2,0.0,0.0,Palisades Tahoe
2010-07-11,0.0,0,0.0,69.4,52.5,0.0,0.0,Palisades Tahoe
2010-07-12,0.0,0,0.0,68.0,56.8,0.0,0.0,Palisades Tahoe
2010-07-13,0.0,0,0.0,65.1,52.9,0.0,0.0,Palisades Tahoe
2010-07-14,0.0,0,0.0,70.3,50.9,0.0,0.0,Palisades Tahoe
2010-07-15,0.0,0,0.0,76.3,56.8,0.0,0.0,Palisades Tahoe
2010-07-16,0.0,0,0.0,75.2,61.5,0.0,0.0,Palisades Tahoe
2010-07-17,0.0,0,0.0,73.4,61.3,0.0,0.0,Palisades Tahoe
2010-07-18,0.0,0,0.0,73.0,59.4,0.0,0.0,Palisades Tahoe
2010-07-19,0.0,0,0.0,72.5,55.2,0.0,0.0,Palisades Tahoe
2010-07-20,0.0,0,0.0,71.4,56.1,0.0,0.0,Palisades Tahoe
2010-07-21,0.0,0,0.0,67.8,51.3,0.0,0.0,Palisades Tahoe
2010-07-22,0.0,0,0.0,74.3,51.4,0.0,0.0,Palisades Tahoe
2010-07-23,0.0,0,0.0,77.4,57.2,0.0,0.0,Palisades Tahoe
2010-07-24,0.0,0,0.0,79.2,59.0,0.0,0.0,Palisades Tahoe
2010-07-25,0.0,0,0.0,74.1,57.7,0.0,0.0,Palisades Tahoe
2010-07-26,0.0,0,0.0,68.2,53.2,0.0,0.0,Palisades Tahoe
2010-07-27,0.0,0,0.0,67.3,50.9,0.0,0.0,Palisades Tahoe
2010-07-28,0.0,0,0.0,66.4,52.7,0.0,0.0,Palisades Tahoe
2010-07-29,0.0,0,0.0,69.4,54.9,0.0,0.0,Palisades Tahoe
2010-07-30,0.0,0,0.0,67.8,55.0,0.0,0.0,Palisades Tahoe
2010-07-31,0.0,0,0.0,63.9,53.1,0.0,0.0,Palisades Tahoe
2010-08-01,0.0,0,0.0,67.1,48.6,0.0,0.0,Palisades Tahoe
2010-08-02,0.0,0,0.0,65.8,51.4,0.0,0.0,Palisades Tahoe
2010-08-03,0.0,0,0.0,67.5,49.1,0.0,0.0,Palisades Tahoe
2010-08-04,0.0,0,0.0,69.4,54.0,0.0,0.0,Palisades Tahoe
2010-08-05,0.0,0,0.0,66.4,53.2,0.0,0.0,Palisades Tahoe
2010-08-06,0.0,0,0.0,66.2,51.6,0.0,0.0,Palisades Tahoe
2010-08-07,0.0,0,0.0,67.8,50.9,0.0,0.0,Palisades Tahoe
2010-08-08,0.0,0,0.0,64.2,47.3,0.0,0.0,Palisades Tahoe
2010-08-09,0.0,0,0.0,63.3,49.1,0.0,0.0,Palisades Tahoe
2010-08-10,0.0,0,0.0,59.4,47.1,0.0,0.0,Palisades Tahoe
2010-08-11,0.0,0,0.0,55.4,46.0,0.0,0.0,Palisades Tahoe
2010-08-12,0.0,0,0.0,67.3,43.2,0.0,0.0,Palisades Tahoe
2010-08-13,0.0,0,0.0,68.9,52.2,0.0,0.0,Palisades Tahoe
